Etat,Milieage,Carburant,CarVendeur,Portes,seats,CarNameV2,Modele,Price,etatCategory,Month,Year,Puissance,TransmissionV2,Cylindrée,Vitesses,Cylindres,HorsePower,ClasseEmission,Typedecarburant,Consommationdecarburant,ÉmissionsdeCO2
Bon prix,312215,Diesel,Professionnel,5.0,4.0,Mercedes,S 350,249005,2,3.0,2015.0,190.0,Boîte automatique,2987.0,1.0,2025.0,258.0,Euro 6,Diesel,6.4,168.0
Bon prix,163500,Diesel,Professionnel,5.0,5.0,Mercedes,E 200,1890015,2,6.0,2017.0,110.0,Boîte automatique,1950.0,1.0,1680.0,150.0,Euro 6b,Diesel,4.2,109.0
Prix correct,42850,Essence,Professionnel,5.0,5.0,Mercedes,GLC 200,392955,1,6.0,2020.0,145.0,Boîte automatique,1991.0,1.0,1820.0,197.0,Euro 6d,,7.0,161.0
Prix correct,81699,Electrique/Essence,Professionnel,5.0,4.0,Mercedes,A 250,2850015,1,8.0,2020.0,118.0,Boîte automatique,1332.0,1.0,1700.0,160.0,Euro 6d,Électrique,1.4,23.0
Très bon prix,107150,Electrique/Diesel,Professionnel,5.0,5.0,Mercedes,GLE 350,528505,3,7.0,2020.0,143.0,Boîte automatique,1950.0,1.0,2655.0,194.0,Euro 6d,Diesel,,28.0
Très bon prix,19800,Essence,Professionnel,5.0,4.0,Mercedes,C 180,3505015,3,7.0,2023.0,125.0,Boîte automatique,1496.0,1.0,1625.0,170.0,Euro 6e,,6.4,145.0
Pas d'information,164200,Diesel,Professionnel,2.0,5.0,Mercedes,E 220,264505,0,8.0,2018.0,143.0,Boîte automatique,1950.0,1.0,1945.0,194.0,Euro 6c,Diesel,5.6,149.0
Prix correct,56000,Diesel,Professionnel,5.0,4.0,Mercedes,C 200,254905,1,6.0,2019.0,118.0,Boîte manuelle,1597.0,1.0,1555.0,160.0,Euro 6d,Diesel,4.3,114.0
Bon prix,44763,Electrique,Professionnel,5.0,5.0,Mercedes,EQS,7995015,2,6.0,2022.0,483.0,Boîte automatique,,4.0,,657.0,Euro 6,,,0.0
Bon prix,7789,Electrique/Essence,Professionnel,5.0,5.0,Mercedes,A 250,3395015,2,12.0,2023.0,120.0,Boîte automatique,1332.0,1.0,,163.0,Euro 6,Électrique,,17.0
Pas d'information,37641,Essence,Professionnel,5.0,5.0,Mercedes,GLB 180,2849015,0,9.0,2022.0,100.0,Boîte automatique,1332.0,1.0,,136.0,Euro 6d,Essence,,159.0
Pas d'information,134000,Essence,Professionnel,5.0,5.0,Mercedes,GLA 180,148905,0,3.0,2016.0,90.0,Boîte automatique,1595.0,9.0,,122.0,,Essence,,129.0
Pas d'information,233133,Diesel,Professionnel,5.0,5.0,Mercedes,GLC 220,269005,0,3.0,2018.0,123.0,Boîte automatique,2145.0,1.0,1865.0,167.0,Euro 6c,Diesel,5.9,160.0
Bon prix,53800,Essence,Professionnel,5.0,4.0,Mercedes,CLA 180,223995,2,6.0,2019.0,90.0,Boîte automatique,1595.0,9.0,,122.0,Euro 6d,Essence,5.4,164.0
Très bon prix,53391,Electrique/Essence,Professionnel,5.0,4.0,Mercedes,A 250,339905,3,9.0,2023.0,120.0,Boîte automatique,1332.0,1.0,1710.0,163.0,Euro 6d,Électrique,,
Prix correct,117427,Diesel,Professionnel,5.0,4.0,Mercedes,V 250,3699015,1,2.0,2015.0,140.0,Boîte automatique,2143.0,1.0,,190.0,Euro 6,Diesel,,157.0
Très bon prix,19000,Essence,Professionnel,5.0,4.0,Mercedes,CLA 35 AMG,5299915,3,6.0,2023.0,225.0,Boîte automatique,1991.0,2.0,1615.0,306.0,Euro 6d,,7.2,165.0
Très bon prix,22408,Electrique/Essence,Professionnel,5.0,5.0,Mercedes,A 250,2499015,3,9.0,2020.0,118.0,Boîte automatique,1332.0,1.0,,160.0,Euro 6d,Essence,,32.0
Bon prix,88050,Electrique/Essence,Professionnel,5.0,5.0,Mercedes,C 300,3799515,2,2.0,2022.0,230.0,Boîte automatique,1999.0,2.0,2120.0,313.0,Euro 6e,Électrique,,15.0
Très bon prix,68243,Essence,Professionnel,5.0,5.0,Mercedes,GLC 43 AMG,389955,3,1.0,2019.0,270.0,Boîte automatique,2996.0,2.0,1865.0,367.0,Euro 6d,Essence,9.7,220.0
Prix correct,57000,Diesel,Professionnel,5.0,5.0,Mercedes,GLA 180,3199015,1,1.0,2021.0,85.0,Boîte automatique,1950.0,8.0,1630.0,116.0,Euro 6d,Diesel,,
Pas d'information,234397,Diesel,Professionnel,5.0,5.0,Mercedes,A 180,129005,0,4.0,2014.0,80.0,Boîte manuelle,1461.0,8.0,1395.0,109.0,Euro 6b,Diesel,3.8,98.0
Prix correct,67541,Essence,Professionnel,5.0,5.0,Mercedes,GLB 200,3650015,1,2.0,2021.0,120.0,Boîte automatique,1332.0,1.0,1555.0,163.0,Euro 6d,Essence,5.9,134.0
Prix correct,49232,Essence,Professionnel,7.0,5.0,Mercedes,GLB 200,3599015,1,1.0,2021.0,120.0,Boîte automatique,1332.0,1.0,,163.0,Euro 6,Essence,,160.0
Prix correct,176418,Diesel,Professionnel,5.0,5.0,Mercedes,B 180,53505,1,12.0,2011.0,80.0,Boîte manuelle,1992.0,8.0,1435.0,109.0,Euro 5,Diesel,,139.0
Très bon prix,62000,Diesel,Professionnel,5.0,5.0,Mercedes,GLC 200,389905,3,10.0,2020.0,120.0,Boîte automatique,1950.0,1.0,1810.0,163.0,Euro 6,Diesel,5.1,140.0
Bon prix,69487,Diesel,Professionnel,5.0,5.0,Mercedes,GLC 220,333995,2,5.0,2019.0,125.0,Boîte automatique,2143.0,1.0,,170.0,Euro 6c,Diesel,5.0,186.0
Pas d'information,60760,Essence,Professionnel,4.0,2.0,Mercedes,E 200,4195015,0,10.0,2020.0,145.0,Boîte automatique,1991.0,1.0,1750.0,197.0,Euro 6d,Essence,6.7,153.0
Pas d'information,7000,Essence,Professionnel,,4.0,Mercedes,A 180,3543015,0,2.0,2025.0,110.0,Boîte automatique,1332.0,1.0,,150.0,Euro 6,Essence,,120.0
Très bon prix,43030,Essence,Professionnel,5.0,5.0,Mercedes,,449905,3,8.0,2018.0,270.0,Boîte automatique,2996.0,2.0,,367.0,,Essence,,220.0
Bon prix,77084,Electrique/Diesel,Professionnel,5.0,4.0,Mercedes,C 300,2497515,2,12.0,2019.0,143.0,Boîte automatique,1950.0,1.0,1895.0,194.0,Euro 6,Électrique,5.4,38.0
Bon prix,99850,Diesel,Professionnel,5.0,5.0,Mercedes,GLC 220,299905,2,1.0,2019.0,120.0,Boîte automatique,2143.0,1.0,1845.0,163.0,Euro 6b,Diesel,5.0,129.0
Très bon prix,79036,Diesel,Professionnel,5.0,5.0,Mercedes,C 220,175005,3,4.0,2015.0,125.0,Boîte automatique,2143.0,1.0,1615.0,170.0,,Diesel,,129.0
Prix correct,63571,Diesel,Professionnel,,4.0,Mercedes,GLA 200,330005,1,10.0,2020.0,110.0,Boîte automatique,1950.0,1.0,,150.0,Euro 6,Diesel,,135.0
Pas d'information,18200,Essence,Professionnel,5.0,5.0,Mercedes,AMG GT,749905,0,8.0,2022.0,270.0,Boîte automatique,2999.0,2.0,,367.0,Euro 6,Essence,,214.0
Pas d'information,26851,Electrique/Essence,Professionnel,5.0,5.0,Mercedes,GLC 400,6495015,0,9.0,2023.0,185.0,Boîte automatique,1999.0,1.0,,252.0,Euro 6,Électrique,,17.0
Prix correct,41060,Electrique/Essence,Professionnel,5.0,5.0,Mercedes,GLC 300,4299015,1,12.0,2020.0,155.0,Boîte automatique,1991.0,1.0,2030.0,211.0,Euro 6d,Essence,,51.0
Bon prix,61246,Electrique/Essence,Professionnel,5.0,5.0,Mercedes,CLA 250,2789015,2,1.0,2022.0,118.0,Boîte automatique,1332.0,1.0,1750.0,160.0,Euro 6d,Électrique,1.1,26.0
Bon prix,35044,Essence,Professionnel,5.0,5.0,Mercedes,C 180,3789515,2,10.0,2023.0,125.0,Boîte automatique,1496.0,1.0,1690.0,170.0,Euro 6e,Essence,,152.0
Très bon prix,41264,Diesel,Professionnel,5.0,5.0,Mercedes,A 180,209905,3,6.0,2019.0,85.0,Boîte automatique,1461.0,8.0,,116.0,Euro 6d,Diesel,4.2,126.0
Pas d'information,84246,Diesel,Professionnel,4.0,2.0,Mercedes,E 220,369955,0,3.0,2019.0,143.0,Boîte automatique,1950.0,1.0,1635.0,194.0,Euro 6b,Diesel,4.0,132.0
Prix correct,84000,Diesel,Professionnel,5.0,4.0,Mercedes,A 180,254905,1,1.0,2020.0,85.0,Boîte automatique,1461.0,8.0,1455.0,116.0,Euro 6d,Diesel,4.2,111.0
Très bon prix,50500,Essence,Professionnel,5.0,5.0,Mercedes,GLC 43 AMG,499505,3,1.0,2021.0,287.0,Boîte automatique,2996.0,2.0,1870.0,390.0,,Essence,10.2,
Prix correct,79000,Essence,Professionnel,5.0,5.0,Mercedes,C 180,259505,1,5.0,2019.0,115.0,Boîte automatique,1595.0,1.0,1520.0,156.0,Euro 6d,Essence,6.5,148.0
Prix correct,193480,Diesel,Professionnel,5.0,4.0,Mercedes,CLA 200,137505,1,1.0,2015.0,100.0,Boîte manuelle,1796.0,1.0,1480.0,136.0,Euro 6,Diesel,,114.0
Pas d'information,82564,Essence,Professionnel,4.0,4.0,Mercedes,AMG GT,7195015,0,8.0,2020.0,,Boîte automatique,2999.0,2.0,,,,Essence,,231.0
Bon prix,67320,Essence,Professionnel,5.0,5.0,Mercedes,CLA 200,2900015,2,8.0,2020.0,121.0,Boîte automatique,1332.0,1.0,1320.0,165.0,Euro 6,Essence,,0.0
Pas d'information,37208,Diesel,Professionnel,,4.0,Mercedes,S 350,699955,0,4.0,2021.0,210.0,Boîte automatique,2925.0,2.0,,286.0,Euro 6,Diesel,,192.0
Prix correct,12800,Diesel,Professionnel,5.0,4.0,Mercedes,E 200,376505,1,11.0,2021.0,118.0,Boîte automatique,1598.0,1.0,1735.0,160.0,Euro 6d,Diesel,4.4,117.0
Prix correct,103000,Diesel,Professionnel,5.0,5.0,Mercedes,A 180,229005,1,9.0,2018.0,85.0,Boîte automatique,1461.0,8.0,1445.0,116.0,Euro 6d,Diesel,4.3,111.0
Très bon prix,99828,Diesel,Professionnel,5.0,5.0,Mercedes,GLB 200,2799015,3,9.0,2021.0,110.0,Boîte automatique,1950.0,1.0,,150.0,Euro 6d,Diesel,,147.0
Pas d'information,50000,Diesel,Professionnel,5.0,5.0,Mercedes,A 180,2599915,0,1.0,2019.0,85.0,Boîte automatique,1461.0,8.0,1445.0,116.0,Euro 6d,Diesel,4.3,111.0
Très bon prix,31703,Electrique,Professionnel,5.0,5.0,Mercedes,EQC 400,399905,3,1.0,2021.0,300.0,Boîte automatique,,3.0,2495.0,408.0,Euro 6d,Électrique,,0.0
Bon prix,15720,Electrique,Professionnel,5.0,5.0,Mercedes,EQC 400,4680015,2,1.0,2023.0,300.0,Boîte automatique,,3.0,2495.0,408.0,Euro 6d,Électrique,,0.0
Pas d'information,7355,Electrique/Essence,Professionnel,5.0,4.0,Mercedes,E 300,7499015,0,9.0,2023.0,,Boîte automatique,1999.0,1.0,,,,Électrique,,13.0
Très bon prix,7500,Electrique,Professionnel,3.0,4.0,Mercedes,Vito,2758815,3,10.0,2021.0,150.0,,,1.0,,204.0,,,,0.0
Pas d'information,18200,Essence,Professionnel,5.0,5.0,Mercedes,AMG GT,749905,0,8.0,2022.0,270.0,Boîte automatique,2999.0,2.0,,367.0,Euro 6,Essence,,214.0
Très bon prix,49990,Essence,Professionnel,5.0,5.0,Mercedes,GLB 180,2849015,3,9.0,2022.0,100.0,Boîte automatique,1332.0,1.0,,136.0,Euro 6d,Essence,,159.0
Très bon prix,39992,Electrique,Professionnel,5.0,5.0,Mercedes,EQS,5999515,3,4.0,2022.0,245.0,Boîte automatique,,2.0,2480.0,333.0,,Électrique,,0.0
Pas d'information,74086,Diesel,Professionnel,9.0,4.0,Mercedes,Vito,3899015,0,6.0,2022.0,100.0,Boîte automatique,1950.0,1.0,,136.0,Euro 6,Diesel,,190.0
Très bon prix,8210,Electrique,Professionnel,5.0,5.0,Mercedes,EQA,4389015,3,3.0,2024.0,140.0,,,1.0,,190.0,,,,0.0
Prix correct,80000,Essence,Professionnel,5.0,4.0,Mercedes,C 43 AMG,439005,1,5.0,2019.0,287.0,Boîte automatique,2996.0,2.0,1705.0,390.0,Euro 6d,Essence,9.1,
Pas d'information,228300,Diesel,Professionnel,5.0,5.0,Mercedes,C 180,89905,0,2.0,2014.0,88.0,Boîte automatique,2143.0,8.0,1650.0,120.0,Euro 5,Diesel,5.1,134.0
Prix correct,61035,Diesel,Professionnel,5.0,5.0,Mercedes,GLE 300,619955,1,5.0,2021.0,180.0,Boîte automatique,1950.0,1.0,2165.0,245.0,Euro 6d,Diesel,6.1,161.0
Prix correct,229015,Diesel,Professionnel,5.0,5.0,Mercedes,CLA 200,119005,1,1.0,2017.0,100.0,Boîte manuelle,2143.0,1.0,1530.0,136.0,Euro 6b,Diesel,4.1,111.0
Prix correct,47042,Essence,Professionnel,5.0,5.0,Mercedes,E 200,5095015,1,10.0,2023.0,150.0,Boîte automatique,1999.0,1.0,,204.0,Euro 6,Essence,,147.0
Très bon prix,96869,Electrique/Diesel,Professionnel,5.0,5.0,Mercedes,GLE 350,4799015,3,11.0,2020.0,143.0,Boîte automatique,1950.0,1.0,,194.0,Euro 6d,Électrique,,
Pas d'information,66843,Electrique/Essence,Professionnel,5.0,4.0,Mercedes,S 580,8999015,0,9.0,2022.0,,Boîte automatique,2999.0,2.0,,,,Électrique,,18.0
Prix correct,38229,Essence,Professionnel,5.0,5.0,Mercedes,GLA 180,298905,1,11.0,2020.0,100.0,Boîte automatique,1332.0,1.0,1480.0,136.0,Euro 6d,Essence,,153.0
Bon prix,150000,Diesel,Professionnel,4.0,2.0,Mercedes,E 220,159505,2,2.0,2013.0,125.0,Boîte automatique,2143.0,1.0,1795.0,170.0,Euro 5,Diesel,5.4,142.0
Prix correct,68419,Essence,Professionnel,5.0,4.0,Mercedes,A 180,2299015,1,1.0,2020.0,100.0,Boîte automatique,1332.0,1.0,,136.0,Euro 6,Essence,,137.0
Pas d'information,180123,Essence,Professionnel,5.0,5.0,Mercedes,A 180,124805,0,6.0,2015.0,90.0,Boîte manuelle,1595.0,9.0,1360.0,122.0,Euro 6b,Essence,5.2,131.0
Bon prix,15585,Essence,Professionnel,5.0,5.0,Mercedes,A 200,2970015,2,10.0,2022.0,120.0,Boîte automatique,1332.0,1.0,1375.0,163.0,Euro 6d,Essence,,138.0
Prix correct,140940,Diesel,Professionnel,5.0,5.0,Mercedes,A 180,199905,1,6.0,2020.0,85.0,Boîte manuelle,1461.0,8.0,,116.0,,Diesel,,122.0
Prix correct,126988,Diesel,Professionnel,5.0,5.0,Mercedes,GLC 200,349505,1,9.0,2020.0,120.0,Boîte automatique,1950.0,1.0,,163.0,Euro 6d,Diesel,,163.0
Bon prix,47500,Diesel,Professionnel,5.0,5.0,Mercedes,GLC 200,423955,2,2.0,2022.0,120.0,Boîte automatique,1950.0,1.0,1845.0,163.0,Euro 6d,Diesel,5.2,136.0
Pas d'information,45475,Electrique/Diesel,Professionnel,5.0,5.0,Mercedes,,4990015,0,8.0,2022.0,,Boîte automatique,1950.0,1.0,,,,Électrique,,55.0
Bon prix,58500,Electrique/Diesel,Professionnel,5.0,5.0,Mercedes,GLE 350,5795015,2,11.0,2020.0,143.0,Boîte automatique,1950.0,1.0,2655.0,194.0,,Électrique,,
Très bon prix,87307,Diesel,Professionnel,5.0,5.0,Mercedes,A 180,225905,3,5.0,2020.0,85.0,Boîte manuelle,1461.0,8.0,,116.0,,Diesel,,122.0
Bon prix,20915,Essence,Professionnel,5.0,5.0,Mercedes,CLA 35 AMG,5099015,2,2.0,2024.0,225.0,Boîte automatique,1991.0,2.0,,306.0,Euro 6,Essence,,190.0
Très bon prix,17174,Electrique,Professionnel,5.0,4.0,Mercedes,EQS,8989015,3,1.0,2023.0,484.0,,,4.0,,658.0,,,,0.0
Pas d'information,82143,Diesel,Professionnel,7.0,5.0,Mercedes,GLS 400,8200015,0,10.0,2021.0,243.0,Boîte automatique,2925.0,2.0,2505.0,330.0,Euro 6d,Diesel,7.1,187.0
Très bon prix,45000,Diesel,Professionnel,7.0,5.0,Mercedes,V 300,575005,3,1.0,2022.0,176.0,Boîte automatique,1950.0,1.0,2152.0,239.0,Euro 6d,Diesel,,202.0
Prix correct,94141,Diesel,Professionnel,5.0,4.0,Mercedes,CLA 180,288905,1,6.0,2021.0,85.0,Boîte automatique,1950.0,8.0,,116.0,,Diesel,,135.0
Très bon prix,96075,Diesel,Professionnel,5.0,5.0,Mercedes,GLB 200,2699015,3,5.0,2021.0,110.0,Boîte automatique,1950.0,1.0,,150.0,Euro 6d,Diesel,,147.0
Prix correct,83857,Diesel,Professionnel,,5.0,Mercedes,A 180,269905,1,1.0,2021.0,85.0,Boîte automatique,1461.0,8.0,,116.0,Euro 6,Diesel,,120.0
Bon prix,72555,Diesel,Professionnel,5.0,5.0,Mercedes,GLA 180,2749015,2,12.0,2021.0,85.0,Boîte automatique,1950.0,8.0,,116.0,Euro 6d,Diesel,,141.0
Prix correct,35691,Electrique/Essence,Professionnel,5.0,4.0,Mercedes,A 250,2799915,1,8.0,2020.0,118.0,Boîte automatique,1332.0,1.0,1700.0,160.0,Euro 6d,Électrique,1.3,31.0
Très bon prix,53550,Electrique,Professionnel,,5.0,Mercedes,EQC 400,3689015,3,9.0,2020.0,300.0,,,3.0,,408.0,Euro 6,Électrique,,0.0
Prix correct,21484,Electrique,Professionnel,5.0,5.0,Mercedes,EQB 250,3995015,1,6.0,2023.0,140.0,Boîte automatique,,1.0,,190.0,Euro 6,,,0.0
Bon prix,4500,Electrique/Essence,Professionnel,5.0,5.0,Mercedes,GLE 400,10599915,2,3.0,2024.0,285.0,Boîte automatique,1999.0,2.0,2645.0,387.0,Euro 6d,Électrique,4.8,
Bon prix,10044,Electrique,Professionnel,5.0,5.0,Mercedes,EQA 250,3695015,2,10.0,2023.0,140.0,Boîte automatique,,1.0,,190.0,Euro 6,,,0.0
Prix correct,103000,Diesel,Professionnel,5.0,4.0,Mercedes,X 350,4356015,1,6.0,2020.0,190.0,Boîte automatique,2987.0,1.0,,258.0,,Diesel,,
Prix correct,136500,Diesel,Professionnel,5.0,4.0,Mercedes,A 180,2289015,1,6.0,2020.0,85.0,Boîte automatique,1461.0,8.0,,116.0,,Diesel,,119.0
Bon prix,20609,Essence,Professionnel,4.0,2.0,Mercedes,C 63 AMG,739005,2,8.0,2020.0,375.0,Boîte automatique,3982.0,3.0,,510.0,,Essence,,256.0
Bon prix,138983,Diesel,Professionnel,5.0,5.0,Mercedes,GLC 220,2499515,2,4.0,2017.0,120.0,Boîte automatique,2143.0,1.0,1915.0,163.0,Euro 6,Diesel,5.0,129.0
Bon prix,21459,Electrique,Professionnel,5.0,5.0,Mercedes,EQE SUV,5895015,2,11.0,2023.0,180.0,Boîte automatique,,1.0,,245.0,Euro 6,,,0.0
Bon prix,64000,Essence,Professionnel,5.0,5.0,Mercedes,A 160,147505,2,3.0,2017.0,75.0,Boîte manuelle,1595.0,7.0,1370.0,102.0,Euro 6b,,,
Pas d'information,60257,Electrique/Essence,Professionnel,5.0,4.0,Mercedes,C 300,3395015,0,1.0,2020.0,155.0,Boîte automatique,1991.0,1.0,1895.0,211.0,Euro 6d,Essence,,49.0
Prix correct,80000,Diesel,Professionnel,5.0,5.0,Mercedes,GLE 300,544995,1,6.0,2020.0,180.0,Boîte automatique,1950.0,1.0,2165.0,245.0,,Diesel,6.1,162.0
Bon prix,31325,Diesel,Professionnel,4.0,5.0,Mercedes,V 250,6899915,2,3.0,2023.0,140.0,Boîte automatique,1950.0,1.0,2152.0,190.0,Euro 6d,Diesel,8.6,
Très bon prix,60765,Diesel,Professionnel,5.0,5.0,Mercedes,CLA 200,339005,3,3.0,2023.0,110.0,Boîte automatique,1950.0,1.0,,150.0,,Diesel,,143.0
Très bon prix,82976,Diesel,Professionnel,5.0,5.0,Mercedes,GLA 200,2879015,3,3.0,2021.0,110.0,Boîte automatique,1950.0,1.0,,150.0,Euro 6d,Diesel,,141.0
Très bon prix,48145,Diesel,Professionnel,5.0,5.0,Mercedes,CLA 180,2599015,3,2.0,2021.0,85.0,Boîte automatique,1461.0,8.0,,116.0,Euro 6,Diesel,,125.0
Bon prix,83981,Diesel,Professionnel,5.0,4.0,Mercedes,C 200,152505,2,4.0,2016.0,100.0,Boîte manuelle,1598.0,1.0,1485.0,136.0,Euro 6b,Diesel,3.9,101.0
Pas d'information,106200,Electrique/Diesel,Professionnel,5.0,5.0,Mercedes,GLE 350,6499015,0,10.0,2021.0,,Boîte automatique,1950.0,1.0,,,,Électrique,,23.0
Pas d'information,70000,Diesel,Professionnel,5.0,5.0,Mercedes,A 180,259505,0,7.0,2019.0,85.0,Boîte automatique,1461.0,8.0,1445.0,116.0,Euro 6d,Diesel,4.1,103.0
Bon prix,34548,Diesel,Professionnel,,4.0,Mercedes,A 180,2490015,2,3.0,2022.0,85.0,Boîte automatique,1950.0,8.0,,116.0,Euro 6,Diesel,,129.0
Pas d'information,107702,Essence,Professionnel,5.0,5.0,Mercedes,GLC 250,299505,0,1.0,2017.0,155.0,Boîte automatique,1991.0,1.0,,211.0,Euro 6,Essence,7.3,170.0
Pas d'information,151300,Electrique/Diesel,Professionnel,5.0,5.0,Mercedes,GLC 300,3990015,0,10.0,2021.0,225.0,Boîte automatique,1950.0,2.0,2135.0,306.0,Euro 6d,Diesel,,48.0
Pas d'information,23642,Essence,Professionnel,5.0,5.0,Mercedes,GLC 250,379005,0,12.0,2017.0,155.0,Boîte automatique,1991.0,1.0,1925.0,211.0,Euro 6b,,9.0,
Bon prix,76508,Diesel,Professionnel,,4.0,Mercedes,CLA 180,2439015,2,9.0,2019.0,85.0,Boîte automatique,1461.0,8.0,,116.0,Euro 6,Diesel,,
Bon prix,13441,Electrique,Professionnel,5.0,5.0,Mercedes,EQE 300,4795015,2,10.0,2023.0,180.0,Boîte automatique,,1.0,,245.0,Euro 6,,,0.0
Bon prix,18563,Electrique/Essence,Professionnel,5.0,5.0,Mercedes,CLA 250,3475015,2,5.0,2023.0,120.0,Boîte automatique,1332.0,1.0,1465.0,163.0,Euro 6,Électrique,6.2,141.0
Pas d'information,3055,Electrique,Professionnel,5.0,4.0,Mercedes,S 500,7990015,0,11.0,2023.0,330.0,,,3.0,,449.0,,,,0.0
Prix correct,49000,Essence,Professionnel,5.0,5.0,Mercedes,A 35 AMG,375005,1,8.0,2020.0,225.0,Boîte automatique,1991.0,2.0,1515.0,306.0,Euro 6d,Essence,7.4,171.0
Très bon prix,69000,Diesel,Professionnel,4.0,2.0,Mercedes,E 220,3860015,3,9.0,2020.0,143.0,Boîte automatique,1950.0,1.0,1680.0,194.0,Euro 6d,Diesel,4.5,118.0
Prix correct,40000,Diesel,Professionnel,5.0,4.0,Mercedes,CLA 180,339505,1,8.0,2022.0,85.0,Boîte automatique,1950.0,8.0,1530.0,116.0,Euro 6d,Diesel,,135.0
Très bon prix,110779,Diesel,Professionnel,5.0,5.0,Mercedes,CLA 180,2199015,3,3.0,2022.0,85.0,Boîte automatique,1950.0,8.0,,116.0,,Diesel,,134.0
Bon prix,51500,Essence,Professionnel,5.0,5.0,Mercedes,GLA 200,329005,2,8.0,2021.0,120.0,Boîte automatique,1332.0,1.0,,163.0,,Essence,,151.0
Pas d'information,79532,Diesel,Professionnel,5.0,4.0,Mercedes,C 200,159995,0,2.0,2014.0,100.0,Boîte automatique,2143.0,1.0,1590.0,136.0,Euro 5,Diesel,4.9,129.0
Prix correct,48300,Essence,Professionnel,5.0,5.0,Mercedes,GLA 180,345005,1,2.0,2022.0,100.0,Boîte automatique,1332.0,1.0,1480.0,136.0,Euro 6d,Essence,5.7,153.0
Très bon prix,27623,Electrique/Essence,Professionnel,5.0,5.0,Mercedes,GLC 300,5695015,3,7.0,2023.0,150.0,Boîte automatique,1999.0,1.0,,204.0,Euro 6,Électrique,,13.0
Pas d'information,98000,Essence,Professionnel,5.0,5.0,Mercedes,GLE 53 AMG,649905,0,9.0,2020.0,,Boîte automatique,2999.0,2.0,,,,Essence,,246.0
Bon prix,122038,Essence,Professionnel,5.0,4.0,Mercedes,CLA 180,159905,2,3.0,2016.0,90.0,Boîte manuelle,1595.0,9.0,,122.0,Euro 6,Essence,5.4,128.0
Prix correct,10923,Essence,Professionnel,5.0,5.0,Mercedes,A 180,2895015,1,8.0,2023.0,100.0,Boîte automatique,1332.0,1.0,,136.0,Euro 6,Essence,,135.0
Bon prix,109786,Diesel,Professionnel,5.0,5.0,Mercedes,V 250,4961015,2,6.0,2022.0,140.0,Boîte automatique,1950.0,1.0,,190.0,,Diesel,,199.0
Très bon prix,103372,Essence,Professionnel,5.0,5.0,Mercedes,CLA 180,2100015,3,1.0,2021.0,100.0,Boîte automatique,1332.0,1.0,,136.0,Euro 6,Essence,,138.0
Bon prix,500,Electrique,Professionnel,,5.0,Mercedes,EQB 250,478075,2,12.0,2024.0,140.0,,,1.0,,190.0,Euro 6,Électrique,,0.0
Très bon prix,20125,Essence,Professionnel,5.0,4.0,Mercedes,C 43 AMG,6289015,3,2.0,2023.0,300.0,Boîte automatique,1991.0,3.0,,408.0,,Essence,,203.0
Bon prix,44704,Electrique/Essence,Professionnel,,5.0,Mercedes,GLA 250,3699015,2,3.0,2022.0,118.0,Boîte automatique,1332.0,1.0,,160.0,Euro 6,Électrique,,
Prix correct,107759,Diesel,Professionnel,5.0,5.0,Mercedes,GLC 220,3699015,1,7.0,2020.0,143.0,Boîte automatique,1991.0,1.0,1800.0,194.0,Euro 6d,Diesel,7.1,162.0
Pas d'information,57486,Electrique/Diesel,Professionnel,5.0,5.0,Mercedes,GLC 300,4399915,0,9.0,2021.0,300.0,Boîte automatique,1950.0,3.0,1845.0,408.0,Euro 6d,Électrique,5.7,50.0
Bon prix,70318,Electrique/Essence,Professionnel,,5.0,Mercedes,C 300,275005,2,6.0,2020.0,155.0,Boîte automatique,1991.0,1.0,,211.0,,Électrique,,37.0
Pas d'information,95900,Essence,Professionnel,5.0,5.0,Mercedes,G 63 AMG,14399915,0,1.0,2020.0,430.0,Boîte automatique,3982.0,4.0,2560.0,585.0,Euro 6d,Essence,14.4,330.0
Prix correct,36781,Electrique/Essence,Professionnel,5.0,5.0,Mercedes,GLA 250,3889015,1,4.0,2021.0,160.0,Boîte automatique,1332.0,1.0,1175.0,218.0,Euro 6d,Électrique,1.4,33.0
Très bon prix,29000,Diesel,Professionnel,5.0,5.0,Mercedes,A 180,2850015,3,6.0,2023.0,85.0,Boîte automatique,1950.0,8.0,1665.0,116.0,Euro 6d,Diesel,,132.0
Très bon prix,72654,Diesel,Professionnel,,,Mercedes,A 180,2490015,3,6.0,2023.0,85.0,Boîte automatique,1950.0,8.0,,116.0,Euro 6d,Diesel,,132.0
Pas d'information,63321,Essence,Professionnel,5.0,5.0,Mercedes,G 500,1199505,0,11.0,2019.0,310.0,Boîte automatique,3982.0,3.0,2429.0,421.0,Euro 6d,,12.6,
Prix correct,108000,Diesel,Professionnel,4.0,5.0,Mercedes,V 300,4699015,1,9.0,2019.0,176.0,Boîte automatique,1950.0,1.0,2152.0,239.0,Euro 6,Diesel,5.9,157.0
Bon prix,45503,Diesel,Professionnel,5.0,5.0,Mercedes,CLA 180,2700015,2,12.0,2021.0,85.0,Boîte automatique,1950.0,8.0,1590.0,116.0,Euro 6d,Diesel,4.8,118.0
Pas d'information,155856,Essence,Professionnel,5.0,5.0,Mercedes,GLE 43 AMG,329955,0,10.0,2016.0,270.0,Boîte automatique,2996.0,2.0,2300.0,367.0,Euro 6,Essence,,219.0
